label,year,yearly_mean,yearly_max,yearly_min,yearly_sum,n_points
belt,2013,53.666666666666664,58.0,51.0,644.0,12
belt,2014,55.75,58.0,53.0,669.0,12
belt,2015,59.583333333333336,66.0,54.0,715.0,12
belt,2016,62.416666666666664,65.0,60.0,749.0,12
belt,2017,67.33333333333333,75.0,60.0,808.0,12
belt,2018,71.91666666666667,79.0,67.0,863.0,12
belt,2019,74.66666666666667,80.0,71.0,896.0,12
belt,2020,68.33333333333333,74.0,61.0,820.0,12
belt,2021,68.08333333333333,74.0,65.0,817.0,12
belt,2022,73.41666666666667,77.0,71.0,881.0,12
belt,2023,72.66666666666667,76.0,69.0,872.0,12
belt,2024,76.66666666666667,84.0,70.0,920.0,12
belt,2025,86.0,100.0,76.0,860.0,10
shades,2004,5.833333333333333,7.5,4.5,70.0,12
shades,2005,5.708333333333333,8.0,4.5,68.5,12
shades,2006,5.833333333333333,8.0,4.5,70.0,12
shades,2007,5.75,8.0,4.5,69.0,12
shades,2008,5.541666666666667,7.5,4.0,66.5,12
shades,2009,4.875,6.5,3.5,58.5,12
shades,2010,5.291666666666667,7.0,3.5,63.5,12
shades,2011,5.416666666666667,7.0,4.0,65.0,12
shades,2012,12.0,22.0,4.5,144.0,12
shades,2013,9.333333333333334,11.5,7.0,112.0,12
shades,2014,9.375,17.0,7.5,112.5,12
shades,2015,16.166666666666668,53.5,8.0,194.0,12
shades,2016,9.333333333333334,10.5,7.0,112.0,12
shades,2017,11.541666666666666,24.0,8.0,138.5,12
shades,2018,10.458333333333334,19.5,7.0,125.5,12
shades,2019,8.083333333333334,10.0,6.5,97.0,12
shades,2020,7.875,10.0,6.5,94.5,12
shades,2021,7.583333333333333,9.5,6.5,91.0,12
shades,2022,7.833333333333333,10.0,6.5,94.0,12
shades,2023,7.791666666666667,9.5,6.5,93.5,12
shades,2024,7.875,9.5,6.5,94.5,12
shades,2025,8.8,10.5,6.5,88.0,10
denim,2004,26.25,28.0,23.0,315.0,12
denim,2005,26.833333333333332,30.0,24.0,322.0,12
denim,2006,25.916666666666668,27.0,23.0,311.0,12
denim,2007,24.0,25.0,22.0,288.0,12
denim,2008,24.166666666666668,27.0,22.0,290.0,12
denim,2009,23.75,27.0,22.0,285.0,12
denim,2010,25.5,28.0,23.0,306.0,12
denim,2011,28.0,31.0,24.0,336.0,12
denim,2012,35.0,38.0,30.0,420.0,12
denim,2013,38.333333333333336,43.0,34.0,460.0,12
denim,2014,39.083333333333336,41.0,36.0,469.0,12
denim,2015,42.166666666666664,46.0,38.0,506.0,12
denim,2016,46.666666666666664,51.0,41.0,560.0,12
denim,2017,54.666666666666664,59.0,44.0,656.0,12
denim,2018,54.916666666666664,61.0,48.0,659.0,12
denim,2019,54.5,58.0,48.0,654.0,12
denim,2020,50.166666666666664,56.0,42.0,602.0,12
denim,2021,51.75,57.0,47.0,621.0,12
denim,2022,53.166666666666664,58.0,48.0,638.0,12
denim,2023,62.416666666666664,69.0,54.0,749.0,12
denim,2024,76.0,86.0,60.0,912.0,12
denim,2025,91.6,100.0,75.0,916.0,10
leather,2004,42.125,52.5,36.0,505.5,12
leather,2005,38.916666666666664,49.5,34.0,467.0,12
leather,2006,34.958333333333336,42.5,30.5,419.5,12
leather,2007,32.416666666666664,41.0,28.0,389.0,12
leather,2008,32.125,40.0,28.0,385.5,12
leather,2009,31.041666666666668,38.0,26.5,372.5,12
leather,2010,31.041666666666668,40.0,26.5,372.5,12
leather,2011,32.166666666666664,41.5,28.5,386.0,12
leather,2012,35.416666666666664,43.0,30.0,425.0,12
leather,2013,37.166666666666664,47.0,30.5,446.0,12
leather,2014,38.333333333333336,48.5,32.0,460.0,12
leather,2015,38.875,49.5,32.5,466.5,12
leather,2016,41.916666666666664,53.0,37.5,503.0,12
leather,2017,42.416666666666664,53.0,36.5,509.0,12
leather,2018,41.208333333333336,51.0,36.5,494.5,12
leather,2019,40.458333333333336,52.5,35.0,485.5,12
leather,2020,38.458333333333336,45.5,30.5,461.5,12
leather,2021,39.083333333333336,49.5,34.0,469.0,12
leather,2022,38.375,45.0,33.5,460.5,12
leather,2023,38.041666666666664,48.5,33.5,456.5,12
leather,2024,42.666666666666664,58.5,37.0,512.0,12
leather,2025,47.85,61.5,40.5,478.5,10
silk,2004,60.75,67.0,58.0,729.0,12
silk,2005,58.5,63.0,53.0,702.0,12
silk,2006,57.916666666666664,61.0,56.0,695.0,12
silk,2007,52.5,56.0,50.0,630.0,12
silk,2008,49.333333333333336,52.0,45.0,592.0,12
silk,2009,47.416666666666664,53.0,44.0,569.0,12
silk,2010,45.5,48.0,44.0,546.0,12
silk,2011,50.333333333333336,69.0,45.0,604.0,12
silk,2012,50.583333333333336,54.0,46.0,607.0,12
silk,2013,53.25,63.0,50.0,639.0,12
silk,2014,52.666666666666664,58.0,49.0,632.0,12
silk,2015,53.666666666666664,57.0,51.0,644.0,12
silk,2016,57.083333333333336,62.0,53.0,685.0,12
silk,2017,61.833333333333336,70.0,56.0,742.0,12
silk,2018,63.916666666666664,68.0,61.0,767.0,12
silk,2019,64.58333333333333,68.0,61.0,775.0,12
silk,2020,65.5,81.0,51.0,786.0,12
silk,2021,66.91666666666667,77.0,62.0,803.0,12
silk,2022,70.25,77.0,67.0,843.0,12
silk,2023,67.33333333333333,76.0,61.0,808.0,12
silk,2024,68.33333333333333,75.0,63.0,820.0,12
silk,2025,77.8,100.0,68.0,778.0,10
cotton,2004,42.583333333333336,46.0,40.0,511.0,12
cotton,2005,41.583333333333336,43.0,38.0,499.0,12
cotton,2006,39.083333333333336,41.0,37.0,469.0,12
cotton,2007,36.916666666666664,39.0,35.0,443.0,12
cotton,2008,35.666666666666664,37.0,34.0,428.0,12
cotton,2009,35.666666666666664,39.0,33.0,428.0,12
cotton,2010,38.25,44.0,35.0,459.0,12
cotton,2011,39.833333333333336,44.0,35.0,478.0,12
cotton,2012,42.833333333333336,46.0,39.0,514.0,12
cotton,2013,44.833333333333336,50.0,41.0,538.0,12
cotton,2014,47.333333333333336,52.0,43.0,568.0,12
cotton,2015,49.333333333333336,56.0,45.0,592.0,12
cotton,2016,53.0,57.0,48.0,636.0,12
cotton,2017,56.75,62.0,53.0,681.0,12
cotton,2018,59.666666666666664,70.0,56.0,716.0,12
cotton,2019,60.75,67.0,57.0,729.0,12
cotton,2020,68.58333333333333,78.0,53.0,823.0,12
cotton,2021,68.58333333333333,73.0,64.0,823.0,12
cotton,2022,74.58333333333333,81.0,70.0,895.0,12
cotton,2023,73.08333333333333,82.0,68.0,877.0,12
cotton,2024,76.75,83.0,72.0,921.0,12
cotton,2025,89.4,100.0,75.0,894.0,10
wool,2004,14.0,35.0,7.0,168.0,12
wool,2005,13.833333333333334,32.0,7.0,166.0,12
wool,2006,13.0,29.0,7.0,156.0,12
wool,2007,12.916666666666666,29.0,8.0,155.0,12
wool,2008,18.583333333333332,37.0,9.0,223.0,12
wool,2009,12.75,24.0,8.0,153.0,12
wool,2010,14.166666666666666,27.0,9.0,170.0,12
wool,2011,14.666666666666666,26.0,10.0,176.0,12
wool,2012,16.166666666666668,28.0,12.0,194.0,12
wool,2013,16.25,28.0,12.0,195.0,12
wool,2014,15.666666666666666,27.0,10.0,188.0,12
wool,2015,15.5,25.0,10.0,186.0,12
wool,2016,15.25,28.0,10.0,183.0,12
wool,2017,16.416666666666668,29.0,11.0,197.0,12
wool,2018,15.833333333333334,30.0,10.0,190.0,12
wool,2019,16.666666666666668,29.0,11.0,200.0,12
wool,2020,17.166666666666668,32.0,11.0,206.0,12
wool,2021,17.75,32.0,11.0,213.0,12
wool,2022,17.25,30.0,12.0,207.0,12
wool,2023,18.25,35.0,12.0,219.0,12
wool,2024,24.833333333333332,49.0,14.0,298.0,12
wool,2025,24.3,36.0,18.0,243.0,10
velvet,2004,65.5,95.0,41.0,786.0,12
velvet,2005,53.75,63.0,47.0,645.0,12
velvet,2006,41.833333333333336,46.0,38.0,502.0,12
velvet,2007,44.5,50.0,38.0,534.0,12
velvet,2008,39.0,42.0,36.0,468.0,12
velvet,2009,38.833333333333336,48.0,34.0,466.0,12
velvet,2010,38.833333333333336,48.0,34.0,466.0,12
velvet,2011,42.666666666666664,55.0,39.0,512.0,12
velvet,2012,42.583333333333336,50.0,38.0,511.0,12
velvet,2013,42.416666666666664,52.0,35.0,509.0,12
velvet,2014,54.0,64.0,42.0,648.0,12
velvet,2015,63.25,81.0,49.0,759.0,12
velvet,2016,67.83333333333333,100.0,50.0,814.0,12
velvet,2017,72.25,98.0,57.0,867.0,12
velvet,2018,70.08333333333333,89.0,58.0,841.0,12
velvet,2019,65.91666666666667,92.0,54.0,791.0,12
velvet,2020,71.41666666666667,86.0,56.0,857.0,12
velvet,2021,69.5,84.0,59.0,834.0,12
velvet,2022,63.166666666666664,79.0,54.0,758.0,12
velvet,2023,59.916666666666664,81.0,49.0,719.0,12
velvet,2024,60.166666666666664,80.0,49.0,722.0,12
velvet,2025,58.7,68.0,52.0,587.0,10
