canonical_label,label_type,category,keyword,month,interest,metadata_json
zip-up hoodie,clothing,tops,track hoodie,2012-08-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2012-09-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2012-10-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2012-11-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2012-12-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2013-01-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2013-02-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2013-03-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2013-04-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2013-05-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2013-06-01,1.0,
zip-up hoodie,clothing,tops,track hoodie,2013-07-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2013-08-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2013-09-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2013-10-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2013-11-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2013-12-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2014-01-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2014-02-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2014-03-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2014-04-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2014-05-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2014-06-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2014-07-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2014-08-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2014-09-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2014-10-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2014-11-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2014-12-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2015-01-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2015-02-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2015-03-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2015-04-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2015-05-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2015-06-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2015-07-01,2.0,
zip-up hoodie,clothing,tops,track hoodie,2015-08-01,1.0,
zip-up hoodie,clothing,tops,track hoodie,2015-09-01,3.0,
zip-up hoodie,clothing,tops,track hoodie,2015-10-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2015-11-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2015-12-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2016-01-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2016-02-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2016-03-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2016-04-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2016-05-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2016-06-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2016-07-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2016-08-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2016-09-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2016-10-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2016-11-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2016-12-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2017-01-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2017-02-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2017-03-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2017-04-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2017-05-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2017-06-01,4.0,
zip-up hoodie,clothing,tops,track hoodie,2017-07-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2017-08-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2017-09-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2017-10-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2017-11-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2017-12-01,17.0,
zip-up hoodie,clothing,tops,track hoodie,2018-01-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2018-02-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2018-03-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2018-04-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2018-05-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2018-06-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2018-07-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2018-08-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2018-09-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2018-10-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2018-11-01,15.0,
zip-up hoodie,clothing,tops,track hoodie,2018-12-01,17.0,
zip-up hoodie,clothing,tops,track hoodie,2019-01-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2019-02-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2019-03-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2019-04-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2019-05-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2019-06-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2019-07-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2019-08-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2019-09-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2019-10-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2019-11-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2019-12-01,15.0,
zip-up hoodie,clothing,tops,track hoodie,2020-01-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2020-02-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2020-03-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2020-04-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2020-05-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2020-06-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2020-07-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2020-08-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2020-09-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2020-10-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2020-11-01,12.0,
zip-up hoodie,clothing,tops,track hoodie,2020-12-01,15.0,
zip-up hoodie,clothing,tops,track hoodie,2021-01-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2021-02-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2021-03-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2021-04-01,7.0,
zip-up hoodie,clothing,tops,track hoodie,2021-05-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2021-06-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2021-07-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2021-08-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2021-09-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2021-10-01,12.0,
zip-up hoodie,clothing,tops,track hoodie,2021-11-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2021-12-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2022-01-01,12.0,
zip-up hoodie,clothing,tops,track hoodie,2022-02-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2022-03-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2022-04-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2022-05-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2022-06-01,5.0,
zip-up hoodie,clothing,tops,track hoodie,2022-07-01,6.0,
zip-up hoodie,clothing,tops,track hoodie,2022-08-01,8.0,
zip-up hoodie,clothing,tops,track hoodie,2022-09-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2022-10-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2022-11-01,19.0,
zip-up hoodie,clothing,tops,track hoodie,2022-12-01,18.0,
zip-up hoodie,clothing,tops,track hoodie,2023-01-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2023-02-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2023-03-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2023-04-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2023-05-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2023-06-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2023-07-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2023-08-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2023-09-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2023-10-01,15.0,
zip-up hoodie,clothing,tops,track hoodie,2023-11-01,20.0,
zip-up hoodie,clothing,tops,track hoodie,2023-12-01,24.0,
zip-up hoodie,clothing,tops,track hoodie,2024-01-01,15.0,
zip-up hoodie,clothing,tops,track hoodie,2024-02-01,16.0,
zip-up hoodie,clothing,tops,track hoodie,2024-03-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2024-04-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2024-05-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2024-06-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2024-07-01,10.0,
zip-up hoodie,clothing,tops,track hoodie,2024-08-01,11.0,
zip-up hoodie,clothing,tops,track hoodie,2024-09-01,14.0,
zip-up hoodie,clothing,tops,track hoodie,2024-10-01,17.0,
zip-up hoodie,clothing,tops,track hoodie,2024-11-01,24.0,
zip-up hoodie,clothing,tops,track hoodie,2024-12-01,29.0,
zip-up hoodie,clothing,tops,track hoodie,2025-01-01,18.0,
zip-up hoodie,clothing,tops,track hoodie,2025-02-01,18.0,
zip-up hoodie,clothing,tops,track hoodie,2025-03-01,17.0,
zip-up hoodie,clothing,tops,track hoodie,2025-04-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2025-05-01,12.0,
zip-up hoodie,clothing,tops,track hoodie,2025-06-01,9.0,
zip-up hoodie,clothing,tops,track hoodie,2025-07-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2025-08-01,12.0,
zip-up hoodie,clothing,tops,track hoodie,2025-09-01,13.0,
zip-up hoodie,clothing,tops,track hoodie,2025-10-01,16.0,
graphic tee,clothing,tops,graphic tee,2010-01-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-02-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-03-01,3.0,
graphic tee,clothing,tops,graphic tee,2010-04-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-05-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-06-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-07-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-08-01,4.0,
graphic tee,clothing,tops,graphic tee,2010-09-01,3.0,
graphic tee,clothing,tops,graphic tee,2010-10-01,3.0,
graphic tee,clothing,tops,graphic tee,2010-11-01,3.0,
graphic tee,clothing,tops,graphic tee,2010-12-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-01-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-02-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-03-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-04-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-05-01,5.0,
graphic tee,clothing,tops,graphic tee,2011-06-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-07-01,5.0,
graphic tee,clothing,tops,graphic tee,2011-08-01,6.0,
graphic tee,clothing,tops,graphic tee,2011-09-01,5.0,
graphic tee,clothing,tops,graphic tee,2011-10-01,4.0,
graphic tee,clothing,tops,graphic tee,2011-11-01,5.0,
graphic tee,clothing,tops,graphic tee,2011-12-01,6.0,
graphic tee,clothing,tops,graphic tee,2012-01-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-02-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-03-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-04-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-05-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-06-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-07-01,6.0,
graphic tee,clothing,tops,graphic tee,2012-08-01,7.0,
graphic tee,clothing,tops,graphic tee,2012-09-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-10-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-11-01,5.0,
graphic tee,clothing,tops,graphic tee,2012-12-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-01-01,4.0,
graphic tee,clothing,tops,graphic tee,2013-02-01,4.0,
graphic tee,clothing,tops,graphic tee,2013-03-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-04-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-05-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-06-01,6.0,
graphic tee,clothing,tops,graphic tee,2013-07-01,6.0,
graphic tee,clothing,tops,graphic tee,2013-08-01,7.0,
graphic tee,clothing,tops,graphic tee,2013-09-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-10-01,6.0,
graphic tee,clothing,tops,graphic tee,2013-11-01,5.0,
graphic tee,clothing,tops,graphic tee,2013-12-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-01-01,5.0,
graphic tee,clothing,tops,graphic tee,2014-02-01,6.0,
graphic tee,clothing,tops,graphic tee,2014-03-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-04-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-05-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-06-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-07-01,8.0,
graphic tee,clothing,tops,graphic tee,2014-08-01,8.0,
graphic tee,clothing,tops,graphic tee,2014-09-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-10-01,7.0,
graphic tee,clothing,tops,graphic tee,2014-11-01,6.0,
graphic tee,clothing,tops,graphic tee,2014-12-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-01-01,6.0,
graphic tee,clothing,tops,graphic tee,2015-02-01,6.0,
graphic tee,clothing,tops,graphic tee,2015-03-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-04-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-05-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-06-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-07-01,8.0,
graphic tee,clothing,tops,graphic tee,2015-08-01,8.0,
graphic tee,clothing,tops,graphic tee,2015-09-01,6.0,
graphic tee,clothing,tops,graphic tee,2015-10-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-11-01,7.0,
graphic tee,clothing,tops,graphic tee,2015-12-01,7.0,
graphic tee,clothing,tops,graphic tee,2016-01-01,7.0,
graphic tee,clothing,tops,graphic tee,2016-02-01,7.0,
graphic tee,clothing,tops,graphic tee,2016-03-01,9.0,
graphic tee,clothing,tops,graphic tee,2016-04-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-05-01,9.0,
graphic tee,clothing,tops,graphic tee,2016-06-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-07-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-08-01,11.0,
graphic tee,clothing,tops,graphic tee,2016-09-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-10-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-11-01,10.0,
graphic tee,clothing,tops,graphic tee,2016-12-01,10.0,
graphic tee,clothing,tops,graphic tee,2017-01-01,9.0,
graphic tee,clothing,tops,graphic tee,2017-02-01,9.0,
graphic tee,clothing,tops,graphic tee,2017-03-01,10.0,
graphic tee,clothing,tops,graphic tee,2017-04-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-05-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-06-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-07-01,13.0,
graphic tee,clothing,tops,graphic tee,2017-08-01,13.0,
graphic tee,clothing,tops,graphic tee,2017-09-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-10-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-11-01,11.0,
graphic tee,clothing,tops,graphic tee,2017-12-01,11.0,
graphic tee,clothing,tops,graphic tee,2018-01-01,10.0,
graphic tee,clothing,tops,graphic tee,2018-02-01,12.0,
graphic tee,clothing,tops,graphic tee,2018-03-01,13.0,
graphic tee,clothing,tops,graphic tee,2018-04-01,12.0,
graphic tee,clothing,tops,graphic tee,2018-05-01,13.0,
graphic tee,clothing,tops,graphic tee,2018-06-01,14.0,
graphic tee,clothing,tops,graphic tee,2018-07-01,15.0,
graphic tee,clothing,tops,graphic tee,2018-08-01,16.0,
graphic tee,clothing,tops,graphic tee,2018-09-01,13.0,
graphic tee,clothing,tops,graphic tee,2018-10-01,12.0,
graphic tee,clothing,tops,graphic tee,2018-11-01,12.0,
graphic tee,clothing,tops,graphic tee,2018-12-01,13.0,
graphic tee,clothing,tops,graphic tee,2019-01-01,11.0,
graphic tee,clothing,tops,graphic tee,2019-02-01,12.0,
graphic tee,clothing,tops,graphic tee,2019-03-01,14.0,
graphic tee,clothing,tops,graphic tee,2019-04-01,17.0,
graphic tee,clothing,tops,graphic tee,2019-05-01,16.0,
graphic tee,clothing,tops,graphic tee,2019-06-01,17.0,
graphic tee,clothing,tops,graphic tee,2019-07-01,20.0,
graphic tee,clothing,tops,graphic tee,2019-08-01,22.0,
graphic tee,clothing,tops,graphic tee,2019-09-01,18.0,
graphic tee,clothing,tops,graphic tee,2019-10-01,15.0,
graphic tee,clothing,tops,graphic tee,2019-11-01,14.0,
graphic tee,clothing,tops,graphic tee,2019-12-01,17.0,
graphic tee,clothing,tops,graphic tee,2020-01-01,15.0,
graphic tee,clothing,tops,graphic tee,2020-02-01,18.0,
graphic tee,clothing,tops,graphic tee,2020-03-01,17.0,
graphic tee,clothing,tops,graphic tee,2020-04-01,22.0,
graphic tee,clothing,tops,graphic tee,2020-05-01,31.0,
graphic tee,clothing,tops,graphic tee,2020-06-01,31.0,
graphic tee,clothing,tops,graphic tee,2020-07-01,33.0,
graphic tee,clothing,tops,graphic tee,2020-08-01,33.0,
graphic tee,clothing,tops,graphic tee,2020-09-01,26.0,
graphic tee,clothing,tops,graphic tee,2020-10-01,24.0,
graphic tee,clothing,tops,graphic tee,2020-11-01,24.0,
graphic tee,clothing,tops,graphic tee,2020-12-01,26.0,
graphic tee,clothing,tops,graphic tee,2021-01-01,23.0,
graphic tee,clothing,tops,graphic tee,2021-02-01,24.0,
graphic tee,clothing,tops,graphic tee,2021-03-01,29.0,
graphic tee,clothing,tops,graphic tee,2021-04-01,30.0,
graphic tee,clothing,tops,graphic tee,2021-05-01,32.0,
graphic tee,clothing,tops,graphic tee,2021-06-01,35.0,
graphic tee,clothing,tops,graphic tee,2021-07-01,44.0,
graphic tee,clothing,tops,graphic tee,2021-08-01,48.0,
graphic tee,clothing,tops,graphic tee,2021-09-01,35.0,
graphic tee,clothing,tops,graphic tee,2021-10-01,28.0,
graphic tee,clothing,tops,graphic tee,2021-11-01,32.0,
graphic tee,clothing,tops,graphic tee,2021-12-01,33.0,
graphic tee,clothing,tops,graphic tee,2022-01-01,31.0,
graphic tee,clothing,tops,graphic tee,2022-02-01,36.0,
graphic tee,clothing,tops,graphic tee,2022-03-01,43.0,
graphic tee,clothing,tops,graphic tee,2022-04-01,46.0,
graphic tee,clothing,tops,graphic tee,2022-05-01,47.0,
graphic tee,clothing,tops,graphic tee,2022-06-01,50.0,
graphic tee,clothing,tops,graphic tee,2022-07-01,67.0,
graphic tee,clothing,tops,graphic tee,2022-08-01,71.0,
graphic tee,clothing,tops,graphic tee,2022-09-01,50.0,
graphic tee,clothing,tops,graphic tee,2022-10-01,41.0,
graphic tee,clothing,tops,graphic tee,2022-11-01,38.0,
graphic tee,clothing,tops,graphic tee,2022-12-01,44.0,
graphic tee,clothing,tops,graphic tee,2023-01-01,39.0,
graphic tee,clothing,tops,graphic tee,2023-02-01,43.0,
graphic tee,clothing,tops,graphic tee,2023-03-01,52.0,
graphic tee,clothing,tops,graphic tee,2023-04-01,57.0,
graphic tee,clothing,tops,graphic tee,2023-05-01,62.0,
graphic tee,clothing,tops,graphic tee,2023-06-01,68.0,
graphic tee,clothing,tops,graphic tee,2023-07-01,91.0,
graphic tee,clothing,tops,graphic tee,2023-08-01,90.0,
graphic tee,clothing,tops,graphic tee,2023-09-01,68.0,
graphic tee,clothing,tops,graphic tee,2023-10-01,51.0,
graphic tee,clothing,tops,graphic tee,2023-11-01,52.0,
graphic tee,clothing,tops,graphic tee,2023-12-01,55.0,
graphic tee,clothing,tops,graphic tee,2024-01-01,41.0,
graphic tee,clothing,tops,graphic tee,2024-02-01,51.0,
graphic tee,clothing,tops,graphic tee,2024-03-01,63.0,
graphic tee,clothing,tops,graphic tee,2024-04-01,63.0,
graphic tee,clothing,tops,graphic tee,2024-05-01,68.0,
graphic tee,clothing,tops,graphic tee,2024-06-01,83.0,
graphic tee,clothing,tops,graphic tee,2024-07-01,100.0,
graphic tee,clothing,tops,graphic tee,2024-08-01,94.0,
graphic tee,clothing,tops,graphic tee,2024-09-01,64.0,
graphic tee,clothing,tops,graphic tee,2024-10-01,54.0,
graphic tee,clothing,tops,graphic tee,2024-11-01,55.0,
graphic tee,clothing,tops,graphic tee,2024-12-01,57.0,
graphic tee,clothing,tops,graphic tee,2025-01-01,42.0,
graphic tee,clothing,tops,graphic tee,2025-02-01,52.0,
graphic tee,clothing,tops,graphic tee,2025-03-01,62.0,
graphic tee,clothing,tops,graphic tee,2025-04-01,63.0,
graphic tee,clothing,tops,graphic tee,2025-05-01,66.0,
graphic tee,clothing,tops,graphic tee,2025-06-01,75.0,
graphic tee,clothing,tops,graphic tee,2025-07-01,95.0,
graphic tee,clothing,tops,graphic tee,2025-08-01,89.0,
graphic tee,clothing,tops,graphic tee,2025-09-01,57.0,
graphic tee,clothing,tops,graphic tee,2025-10-01,45.0,
graphic tee,clothing,tops,band tee,2010-01-01,2.0,
graphic tee,clothing,tops,band tee,2010-02-01,3.0,
graphic tee,clothing,tops,band tee,2010-03-01,3.0,
graphic tee,clothing,tops,band tee,2010-04-01,3.0,
graphic tee,clothing,tops,band tee,2010-05-01,3.0,
graphic tee,clothing,tops,band tee,2010-06-01,2.0,
graphic tee,clothing,tops,band tee,2010-07-01,3.0,
graphic tee,clothing,tops,band tee,2010-08-01,3.0,
graphic tee,clothing,tops,band tee,2010-09-01,3.0,
graphic tee,clothing,tops,band tee,2010-10-01,2.0,
graphic tee,clothing,tops,band tee,2010-11-01,3.0,
graphic tee,clothing,tops,band tee,2010-12-01,2.0,
graphic tee,clothing,tops,band tee,2011-01-01,2.0,
graphic tee,clothing,tops,band tee,2011-02-01,2.0,
graphic tee,clothing,tops,band tee,2011-03-01,3.0,
graphic tee,clothing,tops,band tee,2011-04-01,3.0,
graphic tee,clothing,tops,band tee,2011-05-01,2.0,
graphic tee,clothing,tops,band tee,2011-06-01,3.0,
graphic tee,clothing,tops,band tee,2011-07-01,3.0,
graphic tee,clothing,tops,band tee,2011-08-01,2.0,
graphic tee,clothing,tops,band tee,2011-09-01,2.0,
graphic tee,clothing,tops,band tee,2011-10-01,2.0,
graphic tee,clothing,tops,band tee,2011-11-01,2.0,
graphic tee,clothing,tops,band tee,2011-12-01,3.0,
graphic tee,clothing,tops,band tee,2012-01-01,2.0,
graphic tee,clothing,tops,band tee,2012-02-01,2.0,
graphic tee,clothing,tops,band tee,2012-03-01,2.0,
graphic tee,clothing,tops,band tee,2012-04-01,3.0,
graphic tee,clothing,tops,band tee,2012-05-01,2.0,
graphic tee,clothing,tops,band tee,2012-06-01,2.0,
graphic tee,clothing,tops,band tee,2012-07-01,3.0,
graphic tee,clothing,tops,band tee,2012-08-01,2.0,
graphic tee,clothing,tops,band tee,2012-09-01,2.0,
graphic tee,clothing,tops,band tee,2012-10-01,2.0,
graphic tee,clothing,tops,band tee,2012-11-01,2.0,
graphic tee,clothing,tops,band tee,2012-12-01,3.0,
graphic tee,clothing,tops,band tee,2013-01-01,2.0,
graphic tee,clothing,tops,band tee,2013-02-01,2.0,
graphic tee,clothing,tops,band tee,2013-03-01,2.0,
graphic tee,clothing,tops,band tee,2013-04-01,2.0,
graphic tee,clothing,tops,band tee,2013-05-01,2.0,
graphic tee,clothing,tops,band tee,2013-06-01,3.0,
graphic tee,clothing,tops,band tee,2013-07-01,2.0,
graphic tee,clothing,tops,band tee,2013-08-01,2.0,
graphic tee,clothing,tops,band tee,2013-09-01,2.0,
graphic tee,clothing,tops,band tee,2013-10-01,2.0,
graphic tee,clothing,tops,band tee,2013-11-01,2.0,
graphic tee,clothing,tops,band tee,2013-12-01,3.0,
graphic tee,clothing,tops,band tee,2014-01-01,2.0,
graphic tee,clothing,tops,band tee,2014-02-01,2.0,
graphic tee,clothing,tops,band tee,2014-03-01,2.0,
graphic tee,clothing,tops,band tee,2014-04-01,2.0,
graphic tee,clothing,tops,band tee,2014-05-01,2.0,
graphic tee,clothing,tops,band tee,2014-06-01,2.0,
graphic tee,clothing,tops,band tee,2014-07-01,3.0,
graphic tee,clothing,tops,band tee,2014-08-01,3.0,
graphic tee,clothing,tops,band tee,2014-09-01,2.0,
graphic tee,clothing,tops,band tee,2014-10-01,2.0,
graphic tee,clothing,tops,band tee,2014-11-01,2.0,
graphic tee,clothing,tops,band tee,2014-12-01,3.0,
graphic tee,clothing,tops,band tee,2015-01-01,2.0,
graphic tee,clothing,tops,band tee,2015-02-01,2.0,
graphic tee,clothing,tops,band tee,2015-03-01,2.0,
graphic tee,clothing,tops,band tee,2015-04-01,2.0,
graphic tee,clothing,tops,band tee,2015-05-01,2.0,
graphic tee,clothing,tops,band tee,2015-06-01,2.0,
graphic tee,clothing,tops,band tee,2015-07-01,2.0,
graphic tee,clothing,tops,band tee,2015-08-01,3.0,
graphic tee,clothing,tops,band tee,2015-09-01,2.0,
graphic tee,clothing,tops,band tee,2015-10-01,2.0,
graphic tee,clothing,tops,band tee,2015-11-01,2.0,
graphic tee,clothing,tops,band tee,2015-12-01,2.0,
graphic tee,clothing,tops,band tee,2016-01-01,2.0,
graphic tee,clothing,tops,band tee,2016-02-01,2.0,
graphic tee,clothing,tops,band tee,2016-03-01,2.0,
graphic tee,clothing,tops,band tee,2016-04-01,3.0,
graphic tee,clothing,tops,band tee,2016-05-01,3.0,
graphic tee,clothing,tops,band tee,2016-06-01,3.0,
graphic tee,clothing,tops,band tee,2016-07-01,3.0,
graphic tee,clothing,tops,band tee,2016-08-01,4.0,
graphic tee,clothing,tops,band tee,2016-09-01,4.0,
graphic tee,clothing,tops,band tee,2016-10-01,4.0,
graphic tee,clothing,tops,band tee,2016-11-01,3.0,
graphic tee,clothing,tops,band tee,2016-12-01,3.0,
graphic tee,clothing,tops,band tee,2017-01-01,3.0,
graphic tee,clothing,tops,band tee,2017-02-01,4.0,
graphic tee,clothing,tops,band tee,2017-03-01,3.0,
graphic tee,clothing,tops,band tee,2017-04-01,4.0,
graphic tee,clothing,tops,band tee,2017-05-01,4.0,
graphic tee,clothing,tops,band tee,2017-06-01,4.0,
graphic tee,clothing,tops,band tee,2017-07-01,4.0,
graphic tee,clothing,tops,band tee,2017-08-01,4.0,
