label,query,month,interest
yves saint laurent,YSL,2024-12-01,100.0
yves saint laurent,YSL,2025-01-01,65.0
yves saint laurent,YSL,2025-02-01,61.0
yves saint laurent,YSL,2025-03-01,63.0
yves saint laurent,YSL,2025-04-01,60.0
yves saint laurent,YSL,2025-05-01,62.0
yves saint laurent,YSL,2025-06-01,62.0
yves saint laurent,YSL,2025-07-01,61.0
yves saint laurent,YSL,2025-08-01,70.0
yves saint laurent,YSL,2025-09-01,69.0
yves saint laurent,YSL,2025-10-01,72.0
yves saint laurent,Saint Laurent,2010-01-01,26.0
yves saint laurent,Saint Laurent,2010-02-01,27.0
yves saint laurent,Saint Laurent,2010-03-01,32.0
yves saint laurent,Saint Laurent,2010-04-01,27.0
yves saint laurent,Saint Laurent,2010-05-01,30.0
yves saint laurent,Saint Laurent,2010-06-01,25.0
yves saint laurent,Saint Laurent,2010-07-01,20.0
yves saint laurent,Saint Laurent,2010-08-01,25.0
yves saint laurent,Saint Laurent,2010-09-01,23.0
yves saint laurent,Saint Laurent,2010-10-01,25.0
yves saint laurent,Saint Laurent,2010-11-01,27.0
yves saint laurent,Saint Laurent,2010-12-01,34.0
yves saint laurent,Saint Laurent,2011-01-01,28.0
yves saint laurent,Saint Laurent,2011-02-01,27.0
yves saint laurent,Saint Laurent,2011-03-01,26.0
yves saint laurent,Saint Laurent,2011-04-01,26.0
yves saint laurent,Saint Laurent,2011-05-01,26.0
yves saint laurent,Saint Laurent,2011-06-01,26.0
yves saint laurent,Saint Laurent,2011-07-01,24.0
yves saint laurent,Saint Laurent,2011-08-01,25.0
yves saint laurent,Saint Laurent,2011-09-01,26.0
yves saint laurent,Saint Laurent,2011-10-01,29.0
yves saint laurent,Saint Laurent,2011-11-01,32.0
yves saint laurent,Saint Laurent,2011-12-01,40.0
yves saint laurent,Saint Laurent,2012-01-01,30.0
yves saint laurent,Saint Laurent,2012-02-01,29.0
yves saint laurent,Saint Laurent,2012-03-01,29.0
yves saint laurent,Saint Laurent,2012-04-01,34.0
yves saint laurent,Saint Laurent,2012-05-01,38.0
yves saint laurent,Saint Laurent,2012-06-01,34.0
yves saint laurent,Saint Laurent,2012-07-01,30.0
yves saint laurent,Saint Laurent,2012-08-01,28.0
yves saint laurent,Saint Laurent,2012-09-01,31.0
yves saint laurent,Saint Laurent,2012-10-01,32.0
yves saint laurent,Saint Laurent,2012-11-01,35.0
yves saint laurent,Saint Laurent,2012-12-01,46.0
yves saint laurent,Saint Laurent,2013-01-01,34.0
yves saint laurent,Saint Laurent,2013-02-01,31.0
yves saint laurent,Saint Laurent,2013-03-01,35.0
yves saint laurent,Saint Laurent,2013-04-01,34.0
yves saint laurent,Saint Laurent,2013-05-01,29.0
yves saint laurent,Saint Laurent,2013-06-01,30.0
yves saint laurent,Saint Laurent,2013-07-01,29.0
yves saint laurent,Saint Laurent,2013-08-01,25.0
yves saint laurent,Saint Laurent,2013-09-01,27.0
yves saint laurent,Saint Laurent,2013-10-01,30.0
yves saint laurent,Saint Laurent,2013-11-01,33.0
yves saint laurent,Saint Laurent,2013-12-01,43.0
yves saint laurent,Saint Laurent,2014-01-01,67.0
yves saint laurent,Saint Laurent,2014-02-01,41.0
yves saint laurent,Saint Laurent,2014-03-01,41.0
yves saint laurent,Saint Laurent,2014-04-01,49.0
yves saint laurent,Saint Laurent,2014-05-01,52.0
yves saint laurent,Saint Laurent,2014-06-01,40.0
yves saint laurent,Saint Laurent,2014-07-01,37.0
yves saint laurent,Saint Laurent,2014-08-01,36.0
yves saint laurent,Saint Laurent,2014-09-01,41.0
yves saint laurent,Saint Laurent,2014-10-01,43.0
yves saint laurent,Saint Laurent,2014-11-01,38.0
yves saint laurent,Saint Laurent,2014-12-01,46.0
yves saint laurent,Saint Laurent,2015-01-01,39.0
yves saint laurent,Saint Laurent,2015-02-01,47.0
yves saint laurent,Saint Laurent,2015-03-01,38.0
yves saint laurent,Saint Laurent,2015-04-01,37.0
yves saint laurent,Saint Laurent,2015-05-01,35.0
yves saint laurent,Saint Laurent,2015-06-01,32.0
yves saint laurent,Saint Laurent,2015-07-01,29.0
yves saint laurent,Saint Laurent,2015-08-01,28.0
yves saint laurent,Saint Laurent,2015-09-01,34.0
yves saint laurent,Saint Laurent,2015-10-01,32.0
yves saint laurent,Saint Laurent,2015-11-01,33.0
yves saint laurent,Saint Laurent,2015-12-01,45.0
yves saint laurent,Saint Laurent,2016-01-01,33.0
yves saint laurent,Saint Laurent,2016-02-01,34.0
yves saint laurent,Saint Laurent,2016-03-01,29.0
yves saint laurent,Saint Laurent,2016-04-01,30.0
yves saint laurent,Saint Laurent,2016-05-01,31.0
yves saint laurent,Saint Laurent,2016-06-01,29.0
yves saint laurent,Saint Laurent,2016-07-01,27.0
yves saint laurent,Saint Laurent,2016-08-01,25.0
yves saint laurent,Saint Laurent,2016-09-01,31.0
yves saint laurent,Saint Laurent,2016-10-01,32.0
yves saint laurent,Saint Laurent,2016-11-01,37.0
yves saint laurent,Saint Laurent,2016-12-01,51.0
yves saint laurent,Saint Laurent,2017-01-01,32.0
yves saint laurent,Saint Laurent,2017-02-01,34.0
yves saint laurent,Saint Laurent,2017-03-01,39.0
yves saint laurent,Saint Laurent,2017-04-01,32.0
yves saint laurent,Saint Laurent,2017-05-01,38.0
yves saint laurent,Saint Laurent,2017-06-01,31.0
yves saint laurent,Saint Laurent,2017-07-01,38.0
yves saint laurent,Saint Laurent,2017-08-01,31.0
yves saint laurent,Saint Laurent,2017-09-01,46.0
yves saint laurent,Saint Laurent,2017-10-01,46.0
yves saint laurent,Saint Laurent,2017-11-01,48.0
yves saint laurent,Saint Laurent,2017-12-01,58.0
yves saint laurent,Saint Laurent,2018-01-01,38.0
yves saint laurent,Saint Laurent,2018-02-01,39.0
yves saint laurent,Saint Laurent,2018-03-01,38.0
yves saint laurent,Saint Laurent,2018-04-01,35.0
yves saint laurent,Saint Laurent,2018-05-01,35.0
yves saint laurent,Saint Laurent,2018-06-01,33.0
yves saint laurent,Saint Laurent,2018-07-01,31.0
yves saint laurent,Saint Laurent,2018-08-01,34.0
yves saint laurent,Saint Laurent,2018-09-01,38.0
yves saint laurent,Saint Laurent,2018-10-01,38.0
yves saint laurent,Saint Laurent,2018-11-01,50.0
yves saint laurent,Saint Laurent,2018-12-01,60.0
yves saint laurent,Saint Laurent,2019-01-01,42.0
yves saint laurent,Saint Laurent,2019-02-01,49.0
yves saint laurent,Saint Laurent,2019-03-01,41.0
yves saint laurent,Saint Laurent,2019-04-01,37.0
yves saint laurent,Saint Laurent,2019-05-01,41.0
yves saint laurent,Saint Laurent,2019-06-01,38.0
yves saint laurent,Saint Laurent,2019-07-01,37.0
yves saint laurent,Saint Laurent,2019-08-01,41.0
yves saint laurent,Saint Laurent,2019-09-01,43.0
yves saint laurent,Saint Laurent,2019-10-01,48.0
yves saint laurent,Saint Laurent,2019-11-01,54.0
yves saint laurent,Saint Laurent,2019-12-01,72.0
yves saint laurent,Saint Laurent,2020-01-01,47.0
yves saint laurent,Saint Laurent,2020-02-01,44.0
yves saint laurent,Saint Laurent,2020-03-01,32.0
yves saint laurent,Saint Laurent,2020-04-01,31.0
yves saint laurent,Saint Laurent,2020-05-01,38.0
yves saint laurent,Saint Laurent,2020-06-01,41.0
yves saint laurent,Saint Laurent,2020-07-01,41.0
yves saint laurent,Saint Laurent,2020-08-01,39.0
yves saint laurent,Saint Laurent,2020-09-01,44.0
yves saint laurent,Saint Laurent,2020-10-01,46.0
yves saint laurent,Saint Laurent,2020-11-01,61.0
yves saint laurent,Saint Laurent,2020-12-01,72.0
yves saint laurent,Saint Laurent,2021-01-01,47.0
yves saint laurent,Saint Laurent,2021-02-01,42.0
yves saint laurent,Saint Laurent,2021-03-01,39.0
yves saint laurent,Saint Laurent,2021-04-01,34.0
yves saint laurent,Saint Laurent,2021-05-01,44.0
yves saint laurent,Saint Laurent,2021-06-01,43.0
yves saint laurent,Saint Laurent,2021-07-01,45.0
yves saint laurent,Saint Laurent,2021-08-01,51.0
yves saint laurent,Saint Laurent,2021-09-01,48.0
yves saint laurent,Saint Laurent,2021-10-01,53.0
yves saint laurent,Saint Laurent,2021-11-01,73.0
yves saint laurent,Saint Laurent,2021-12-01,83.0
yves saint laurent,Saint Laurent,2022-01-01,67.0
yves saint laurent,Saint Laurent,2022-02-01,59.0
yves saint laurent,Saint Laurent,2022-03-01,51.0
yves saint laurent,Saint Laurent,2022-04-01,53.0
yves saint laurent,Saint Laurent,2022-05-01,57.0
yves saint laurent,Saint Laurent,2022-06-01,53.0
yves saint laurent,Saint Laurent,2022-07-01,51.0
yves saint laurent,Saint Laurent,2022-08-01,51.0
yves saint laurent,Saint Laurent,2022-09-01,53.0
yves saint laurent,Saint Laurent,2022-10-01,58.0
yves saint laurent,Saint Laurent,2022-11-01,81.0
yves saint laurent,Saint Laurent,2022-12-01,91.0
yves saint laurent,Saint Laurent,2023-01-01,63.0
yves saint laurent,Saint Laurent,2023-02-01,57.0
yves saint laurent,Saint Laurent,2023-03-01,51.0
yves saint laurent,Saint Laurent,2023-04-01,55.0
yves saint laurent,Saint Laurent,2023-05-01,55.0
yves saint laurent,Saint Laurent,2023-06-01,51.0
yves saint laurent,Saint Laurent,2023-07-01,55.0
yves saint laurent,Saint Laurent,2023-08-01,52.0
yves saint laurent,Saint Laurent,2023-09-01,58.0
yves saint laurent,Saint Laurent,2023-10-01,60.0
yves saint laurent,Saint Laurent,2023-11-01,79.0
yves saint laurent,Saint Laurent,2023-12-01,98.0
yves saint laurent,Saint Laurent,2024-01-01,62.0
yves saint laurent,Saint Laurent,2024-02-01,65.0
yves saint laurent,Saint Laurent,2024-03-01,60.0
yves saint laurent,Saint Laurent,2024-04-01,63.0
yves saint laurent,Saint Laurent,2024-05-01,64.0
yves saint laurent,Saint Laurent,2024-06-01,68.0
yves saint laurent,Saint Laurent,2024-07-01,64.0
yves saint laurent,Saint Laurent,2024-08-01,58.0
yves saint laurent,Saint Laurent,2024-09-01,62.0
yves saint laurent,Saint Laurent,2024-10-01,68.0
yves saint laurent,Saint Laurent,2024-11-01,85.0
yves saint laurent,Saint Laurent,2024-12-01,100.0
yves saint laurent,Saint Laurent,2025-01-01,65.0
yves saint laurent,Saint Laurent,2025-02-01,61.0
yves saint laurent,Saint Laurent,2025-03-01,63.0
yves saint laurent,Saint Laurent,2025-04-01,60.0
yves saint laurent,Saint Laurent,2025-05-01,62.0
yves saint laurent,Saint Laurent,2025-06-01,62.0
yves saint laurent,Saint Laurent,2025-07-01,61.0
yves saint laurent,Saint Laurent,2025-08-01,70.0
yves saint laurent,Saint Laurent,2025-09-01,69.0
yves saint laurent,Saint Laurent,2025-10-01,72.0
cartier,cartier,2010-01-01,36.0
cartier,cartier,2010-02-01,37.0
cartier,cartier,2010-03-01,35.0
cartier,cartier,2010-04-01,36.0
cartier,cartier,2010-05-01,38.0
cartier,cartier,2010-06-01,35.0
cartier,cartier,2010-07-01,35.0
cartier,cartier,2010-08-01,35.0
cartier,cartier,2010-09-01,35.0
cartier,cartier,2010-10-01,39.0
cartier,cartier,2010-11-01,39.0
cartier,cartier,2010-12-01,43.0
cartier,cartier,2011-01-01,36.0
cartier,cartier,2011-02-01,37.0
cartier,cartier,2011-03-01,34.0
cartier,cartier,2011-04-01,34.0
cartier,cartier,2011-05-01,37.0
cartier,cartier,2011-06-01,35.0
cartier,cartier,2011-07-01,34.0
cartier,cartier,2011-08-01,33.0
cartier,cartier,2011-09-01,34.0
cartier,cartier,2011-10-01,35.0
cartier,cartier,2011-11-01,40.0
cartier,cartier,2011-12-01,44.0
cartier,cartier,2012-01-01,34.0
cartier,cartier,2012-02-01,39.0
cartier,cartier,2012-03-01,43.0
cartier,cartier,2012-04-01,35.0
cartier,cartier,2012-05-01,36.0
cartier,cartier,2012-06-01,37.0
cartier,cartier,2012-07-01,37.0
cartier,cartier,2012-08-01,37.0
cartier,cartier,2012-09-01,38.0
cartier,cartier,2012-10-01,39.0
cartier,cartier,2012-11-01,42.0
cartier,cartier,2012-12-01,47.0
cartier,cartier,2013-01-01,39.0
cartier,cartier,2013-02-01,37.0
cartier,cartier,2013-03-01,37.0
cartier,cartier,2013-04-01,36.0
cartier,cartier,2013-05-01,37.0
cartier,cartier,2013-06-01,36.0
cartier,cartier,2013-07-01,36.0
cartier,cartier,2013-08-01,36.0
cartier,cartier,2013-09-01,39.0
cartier,cartier,2013-10-01,37.0
cartier,cartier,2013-11-01,38.0
cartier,cartier,2013-12-01,44.0
cartier,cartier,2014-01-01,40.0
cartier,cartier,2014-02-01,42.0
cartier,cartier,2014-03-01,38.0
cartier,cartier,2014-04-01,38.0
cartier,cartier,2014-05-01,39.0
cartier,cartier,2014-06-01,37.0
cartier,cartier,2014-07-01,37.0
cartier,cartier,2014-08-01,35.0
cartier,cartier,2014-09-01,38.0
cartier,cartier,2014-10-01,39.0
cartier,cartier,2014-11-01,40.0
cartier,cartier,2014-12-01,45.0
cartier,cartier,2015-01-01,37.0
cartier,cartier,2015-02-01,38.0
cartier,cartier,2015-03-01,36.0
cartier,cartier,2015-04-01,38.0
cartier,cartier,2015-05-01,39.0
cartier,cartier,2015-06-01,33.0
cartier,cartier,2015-07-01,37.0
cartier,cartier,2015-08-01,36.0
cartier,cartier,2015-09-01,38.0
cartier,cartier,2015-10-01,38.0
cartier,cartier,2015-11-01,41.0
cartier,cartier,2015-12-01,46.0
cartier,cartier,2016-01-01,39.0
cartier,cartier,2016-02-01,39.0
cartier,cartier,2016-03-01,37.0
cartier,cartier,2016-04-01,36.0
cartier,cartier,2016-05-01,39.0
cartier,cartier,2016-06-01,38.0
cartier,cartier,2016-07-01,39.0
cartier,cartier,2016-08-01,36.0
cartier,cartier,2016-09-01,41.0
cartier,cartier,2016-10-01,38.0
cartier,cartier,2016-11-01,39.0
cartier,cartier,2016-12-01,46.0
cartier,cartier,2017-01-01,39.0
cartier,cartier,2017-02-01,39.0
cartier,cartier,2017-03-01,39.0
cartier,cartier,2017-04-01,37.0
cartier,cartier,2017-05-01,42.0
cartier,cartier,2017-06-01,41.0
cartier,cartier,2017-07-01,44.0
cartier,cartier,2017-08-01,42.0
cartier,cartier,2017-09-01,41.0
cartier,cartier,2017-10-01,40.0
cartier,cartier,2017-11-01,45.0
cartier,cartier,2017-12-01,51.0
cartier,cartier,2018-01-01,42.0
cartier,cartier,2018-02-01,47.0
cartier,cartier,2018-03-01,41.0
cartier,cartier,2018-04-01,42.0
cartier,cartier,2018-05-01,44.0
cartier,cartier,2018-06-01,46.0
cartier,cartier,2018-07-01,47.0
cartier,cartier,2018-08-01,46.0
cartier,cartier,2018-09-01,46.0
cartier,cartier,2018-10-01,45.0
cartier,cartier,2018-11-01,46.0
cartier,cartier,2018-12-01,54.0
cartier,cartier,2019-01-01,41.0
cartier,cartier,2019-02-01,46.0
cartier,cartier,2019-03-01,44.0
cartier,cartier,2019-04-01,42.0
cartier,cartier,2019-05-01,46.0
cartier,cartier,2019-06-01,44.0
cartier,cartier,2019-07-01,42.0
cartier,cartier,2019-08-01,43.0
cartier,cartier,2019-09-01,44.0
cartier,cartier,2019-10-01,45.0
cartier,cartier,2019-11-01,48.0
cartier,cartier,2019-12-01,57.0
cartier,cartier,2020-01-01,48.0
cartier,cartier,2020-02-01,48.0
cartier,cartier,2020-03-01,34.0
cartier,cartier,2020-04-01,33.0
cartier,cartier,2020-05-01,41.0
cartier,cartier,2020-06-01,44.0
cartier,cartier,2020-07-01,49.0
cartier,cartier,2020-08-01,50.0
cartier,cartier,2020-09-01,49.0
cartier,cartier,2020-10-01,46.0
cartier,cartier,2020-11-01,47.0
cartier,cartier,2020-12-01,59.0
cartier,cartier,2021-01-01,53.0
cartier,cartier,2021-02-01,53.0
cartier,cartier,2021-03-01,49.0
cartier,cartier,2021-04-01,49.0
cartier,cartier,2021-05-01,53.0
cartier,cartier,2021-06-01,52.0
cartier,cartier,2021-07-01,55.0
cartier,cartier,2021-08-01,55.0
cartier,cartier,2021-09-01,54.0
cartier,cartier,2021-10-01,52.0
cartier,cartier,2021-11-01,58.0
cartier,cartier,2021-12-01,65.0
cartier,cartier,2022-01-01,63.0
cartier,cartier,2022-02-01,60.0
cartier,cartier,2022-03-01,52.0
cartier,cartier,2022-04-01,54.0
cartier,cartier,2022-05-01,57.0
cartier,cartier,2022-06-01,57.0
cartier,cartier,2022-07-01,58.0
cartier,cartier,2022-08-01,60.0
cartier,cartier,2022-09-01,57.0
cartier,cartier,2022-10-01,59.0
cartier,cartier,2022-11-01,56.0
cartier,cartier,2022-12-01,70.0
cartier,cartier,2023-01-01,63.0
cartier,cartier,2023-02-01,60.0
cartier,cartier,2023-03-01,59.0
cartier,cartier,2023-04-01,62.0
cartier,cartier,2023-05-01,63.0
cartier,cartier,2023-06-01,72.0
cartier,cartier,2023-07-01,68.0
cartier,cartier,2023-08-01,67.0
cartier,cartier,2023-09-01,71.0
cartier,cartier,2023-10-01,65.0
cartier,cartier,2023-11-01,65.0
cartier,cartier,2023-12-01,81.0
cartier,cartier,2024-01-01,71.0
cartier,cartier,2024-02-01,75.0
cartier,cartier,2024-03-01,70.0
cartier,cartier,2024-04-01,72.0
cartier,cartier,2024-05-01,75.0
cartier,cartier,2024-06-01,72.0
cartier,cartier,2024-07-01,78.0
cartier,cartier,2024-08-01,80.0
cartier,cartier,2024-09-01,75.0
cartier,cartier,2024-10-01,78.0
cartier,cartier,2024-11-01,77.0
cartier,cartier,2024-12-01,100.0
cartier,cartier,2025-01-01,81.0
cartier,cartier,2025-02-01,75.0
cartier,cartier,2025-03-01,78.0
cartier,cartier,2025-04-01,79.0
cartier,cartier,2025-05-01,82.0
cartier,cartier,2025-06-01,79.0
cartier,cartier,2025-07-01,85.0
cartier,cartier,2025-08-01,99.0
cartier,cartier,2025-09-01,88.0
cartier,cartier,2025-10-01,94.0
cartier,Cartier Love,2010-01-01,36.0
cartier,Cartier Love,2010-02-01,37.0
cartier,Cartier Love,2010-03-01,35.0
cartier,Cartier Love,2010-04-01,36.0
cartier,Cartier Love,2010-05-01,38.0
cartier,Cartier Love,2010-06-01,35.0
cartier,Cartier Love,2010-07-01,35.0
cartier,Cartier Love,2010-08-01,35.0
cartier,Cartier Love,2010-09-01,35.0
cartier,Cartier Love,2010-10-01,39.0
cartier,Cartier Love,2010-11-01,39.0
cartier,Cartier Love,2010-12-01,43.0
cartier,Cartier Love,2011-01-01,36.0
cartier,Cartier Love,2011-02-01,37.0
cartier,Cartier Love,2011-03-01,34.0
cartier,Cartier Love,2011-04-01,34.0
cartier,Cartier Love,2011-05-01,37.0
cartier,Cartier Love,2011-06-01,35.0
cartier,Cartier Love,2011-07-01,34.0
cartier,Cartier Love,2011-08-01,33.0
cartier,Cartier Love,2011-09-01,34.0
cartier,Cartier Love,2011-10-01,35.0
cartier,Cartier Love,2011-11-01,40.0
cartier,Cartier Love,2011-12-01,44.0
cartier,Cartier Love,2012-01-01,34.0
cartier,Cartier Love,2012-02-01,39.0
cartier,Cartier Love,2012-03-01,43.0
cartier,Cartier Love,2012-04-01,35.0
cartier,Cartier Love,2012-05-01,36.0
cartier,Cartier Love,2012-06-01,37.0
cartier,Cartier Love,2012-07-01,37.0
cartier,Cartier Love,2012-08-01,37.0
cartier,Cartier Love,2012-09-01,38.0
cartier,Cartier Love,2012-10-01,39.0
cartier,Cartier Love,2012-11-01,42.0
cartier,Cartier Love,2012-12-01,47.0
cartier,Cartier Love,2013-01-01,39.0
cartier,Cartier Love,2013-02-01,37.0
cartier,Cartier Love,2013-03-01,37.0
cartier,Cartier Love,2013-04-01,36.0
cartier,Cartier Love,2013-05-01,37.0
cartier,Cartier Love,2013-06-01,36.0
cartier,Cartier Love,2013-07-01,36.0
cartier,Cartier Love,2013-08-01,36.0
cartier,Cartier Love,2013-09-01,39.0
cartier,Cartier Love,2013-10-01,37.0
cartier,Cartier Love,2013-11-01,38.0
cartier,Cartier Love,2013-12-01,44.0
cartier,Cartier Love,2014-01-01,40.0
cartier,Cartier Love,2014-02-01,42.0
cartier,Cartier Love,2014-03-01,38.0
cartier,Cartier Love,2014-04-01,38.0
cartier,Cartier Love,2014-05-01,39.0
cartier,Cartier Love,2014-06-01,37.0
cartier,Cartier Love,2014-07-01,37.0
cartier,Cartier Love,2014-08-01,35.0
cartier,Cartier Love,2014-09-01,38.0
cartier,Cartier Love,2014-10-01,39.0
cartier,Cartier Love,2014-11-01,40.0
cartier,Cartier Love,2014-12-01,45.0
cartier,Cartier Love,2015-01-01,37.0
cartier,Cartier Love,2015-02-01,38.0
cartier,Cartier Love,2015-03-01,36.0
cartier,Cartier Love,2015-04-01,38.0
cartier,Cartier Love,2015-05-01,39.0
cartier,Cartier Love,2015-06-01,33.0
cartier,Cartier Love,2015-07-01,37.0
cartier,Cartier Love,2015-08-01,36.0
cartier,Cartier Love,2015-09-01,38.0
cartier,Cartier Love,2015-10-01,38.0
cartier,Cartier Love,2015-11-01,41.0
cartier,Cartier Love,2015-12-01,46.0
cartier,Cartier Love,2016-01-01,39.0
cartier,Cartier Love,2016-02-01,39.0
cartier,Cartier Love,2016-03-01,37.0
cartier,Cartier Love,2016-04-01,36.0
cartier,Cartier Love,2016-05-01,39.0
cartier,Cartier Love,2016-06-01,38.0
cartier,Cartier Love,2016-07-01,39.0
cartier,Cartier Love,2016-08-01,36.0
cartier,Cartier Love,2016-09-01,41.0
cartier,Cartier Love,2016-10-01,38.0
cartier,Cartier Love,2016-11-01,39.0
cartier,Cartier Love,2016-12-01,46.0
cartier,Cartier Love,2017-01-01,39.0
cartier,Cartier Love,2017-02-01,39.0
cartier,Cartier Love,2017-03-01,39.0
cartier,Cartier Love,2017-04-01,37.0
cartier,Cartier Love,2017-05-01,42.0
cartier,Cartier Love,2017-06-01,41.0
cartier,Cartier Love,2017-07-01,44.0
cartier,Cartier Love,2017-08-01,42.0
cartier,Cartier Love,2017-09-01,41.0
cartier,Cartier Love,2017-10-01,40.0
cartier,Cartier Love,2017-11-01,45.0
cartier,Cartier Love,2017-12-01,51.0
cartier,Cartier Love,2018-01-01,42.0
cartier,Cartier Love,2018-02-01,47.0
cartier,Cartier Love,2018-03-01,41.0
cartier,Cartier Love,2018-04-01,42.0
cartier,Cartier Love,2018-05-01,44.0
cartier,Cartier Love,2018-06-01,46.0
cartier,Cartier Love,2018-07-01,47.0
cartier,Cartier Love,2018-08-01,46.0
cartier,Cartier Love,2018-09-01,46.0
cartier,Cartier Love,2018-10-01,45.0
cartier,Cartier Love,2018-11-01,46.0
cartier,Cartier Love,2018-12-01,54.0
cartier,Cartier Love,2019-01-01,41.0
cartier,Cartier Love,2019-02-01,46.0
cartier,Cartier Love,2019-03-01,44.0
cartier,Cartier Love,2019-04-01,42.0
cartier,Cartier Love,2019-05-01,46.0
cartier,Cartier Love,2019-06-01,44.0
cartier,Cartier Love,2019-07-01,42.0
cartier,Cartier Love,2019-08-01,43.0
cartier,Cartier Love,2019-09-01,44.0
cartier,Cartier Love,2019-10-01,45.0
cartier,Cartier Love,2019-11-01,48.0
cartier,Cartier Love,2019-12-01,57.0
cartier,Cartier Love,2020-01-01,48.0
cartier,Cartier Love,2020-02-01,48.0
cartier,Cartier Love,2020-03-01,34.0
cartier,Cartier Love,2020-04-01,33.0
cartier,Cartier Love,2020-05-01,41.0
cartier,Cartier Love,2020-06-01,44.0
cartier,Cartier Love,2020-07-01,49.0
cartier,Cartier Love,2020-08-01,50.0
cartier,Cartier Love,2020-09-01,49.0
cartier,Cartier Love,2020-10-01,46.0
cartier,Cartier Love,2020-11-01,47.0
cartier,Cartier Love,2020-12-01,59.0
cartier,Cartier Love,2021-01-01,53.0
cartier,Cartier Love,2021-02-01,53.0
cartier,Cartier Love,2021-03-01,49.0
cartier,Cartier Love,2021-04-01,49.0
cartier,Cartier Love,2021-05-01,53.0
cartier,Cartier Love,2021-06-01,52.0
cartier,Cartier Love,2021-07-01,55.0
cartier,Cartier Love,2021-08-01,55.0
cartier,Cartier Love,2021-09-01,54.0
cartier,Cartier Love,2021-10-01,52.0
cartier,Cartier Love,2021-11-01,58.0
cartier,Cartier Love,2021-12-01,65.0
cartier,Cartier Love,2022-01-01,63.0
cartier,Cartier Love,2022-02-01,60.0
cartier,Cartier Love,2022-03-01,52.0
cartier,Cartier Love,2022-04-01,54.0
cartier,Cartier Love,2022-05-01,57.0
cartier,Cartier Love,2022-06-01,57.0
cartier,Cartier Love,2022-07-01,58.0
cartier,Cartier Love,2022-08-01,60.0
cartier,Cartier Love,2022-09-01,57.0
cartier,Cartier Love,2022-10-01,59.0
cartier,Cartier Love,2022-11-01,56.0
cartier,Cartier Love,2022-12-01,70.0
cartier,Cartier Love,2023-01-01,63.0
cartier,Cartier Love,2023-02-01,60.0
cartier,Cartier Love,2023-03-01,59.0
cartier,Cartier Love,2023-04-01,62.0
cartier,Cartier Love,2023-05-01,63.0
cartier,Cartier Love,2023-06-01,72.0
cartier,Cartier Love,2023-07-01,68.0
cartier,Cartier Love,2023-08-01,67.0
cartier,Cartier Love,2023-09-01,71.0
cartier,Cartier Love,2023-10-01,65.0
cartier,Cartier Love,2023-11-01,65.0
cartier,Cartier Love,2023-12-01,81.0
cartier,Cartier Love,2024-01-01,71.0
cartier,Cartier Love,2024-02-01,75.0
cartier,Cartier Love,2024-03-01,70.0
cartier,Cartier Love,2024-04-01,72.0
cartier,Cartier Love,2024-05-01,75.0
cartier,Cartier Love,2024-06-01,72.0
cartier,Cartier Love,2024-07-01,78.0
cartier,Cartier Love,2024-08-01,80.0
cartier,Cartier Love,2024-09-01,75.0
cartier,Cartier Love,2024-10-01,78.0
cartier,Cartier Love,2024-11-01,77.0
cartier,Cartier Love,2024-12-01,100.0
cartier,Cartier Love,2025-01-01,81.0
cartier,Cartier Love,2025-02-01,75.0
cartier,Cartier Love,2025-03-01,78.0
cartier,Cartier Love,2025-04-01,79.0
cartier,Cartier Love,2025-05-01,82.0
cartier,Cartier Love,2025-06-01,79.0
cartier,Cartier Love,2025-07-01,85.0
cartier,Cartier Love,2025-08-01,99.0
cartier,Cartier Love,2025-09-01,88.0
cartier,Cartier Love,2025-10-01,94.0
cartier,C-Bracelet,2010-01-01,36.0
cartier,C-Bracelet,2010-02-01,37.0
cartier,C-Bracelet,2010-03-01,35.0
cartier,C-Bracelet,2010-04-01,36.0
cartier,C-Bracelet,2010-05-01,38.0
cartier,C-Bracelet,2010-06-01,35.0
cartier,C-Bracelet,2010-07-01,35.0
cartier,C-Bracelet,2010-08-01,35.0
cartier,C-Bracelet,2010-09-01,35.0
cartier,C-Bracelet,2010-10-01,39.0
cartier,C-Bracelet,2010-11-01,39.0
cartier,C-Bracelet,2010-12-01,43.0
cartier,C-Bracelet,2011-01-01,36.0
cartier,C-Bracelet,2011-02-01,37.0
cartier,C-Bracelet,2011-03-01,34.0
cartier,C-Bracelet,2011-04-01,34.0
cartier,C-Bracelet,2011-05-01,37.0
cartier,C-Bracelet,2011-06-01,35.0
cartier,C-Bracelet,2011-07-01,34.0
cartier,C-Bracelet,2011-08-01,33.0
cartier,C-Bracelet,2011-09-01,34.0
cartier,C-Bracelet,2011-10-01,35.0
cartier,C-Bracelet,2011-11-01,40.0
cartier,C-Bracelet,2011-12-01,44.0
cartier,C-Bracelet,2012-01-01,34.0
cartier,C-Bracelet,2012-02-01,39.0
cartier,C-Bracelet,2012-03-01,43.0
cartier,C-Bracelet,2012-04-01,35.0
cartier,C-Bracelet,2012-05-01,36.0
cartier,C-Bracelet,2012-06-01,37.0
cartier,C-Bracelet,2012-07-01,37.0
cartier,C-Bracelet,2012-08-01,37.0
cartier,C-Bracelet,2012-09-01,38.0
cartier,C-Bracelet,2012-10-01,39.0
cartier,C-Bracelet,2012-11-01,42.0
